source,pattern_label,pattern_iri,match_label,url,details
sparql,DUL,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl,http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl,owl:imports
sparql,DUL,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,http://www.samos.gr/ontologies/helpdeskOnto.owl,http://www.samos.gr/ontologies/helpdeskOnto.owl,owl:imports
sparql,DUL,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,https://w3id.org/BCI-ontology,https://w3id.org/BCI-ontology,owl:imports
sparql,DUL,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,http://softeng.polito.it/rsctx,http://softeng.polito.it/rsctx,owl:imports
sparql,DUL,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,https://w3id.org/icon/ontology/,https://w3id.org/icon/ontology/,owl:imports
sparql,participation,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,http://purl.org/spar/pso,http://purl.org/spar/pso,owl:imports
sparql,participation,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,http://purl.org/spar/pwo,http://purl.org/spar/pwo,owl:imports
sparql,cpannotationschema,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,http://www.ontologydesignpatterns.org/cp/owl/participation.owl,owl:imports
sparql,cpannotationschema,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,http://www.ontologydesignpatterns.org/cp/owl/sequence.owl,http://www.ontologydesignpatterns.org/cp/owl/sequence.owl,owl:imports
sparql,cpannotationschema,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,owl:imports
sparql,cpannotationschema,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,owl:imports
sparql,cpannotationschema,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl,owl:imports
sparql,cpannotationschema,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl,owl:imports
sparql,cpannotationschema,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl,http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl,owl:imports
sparql,sequence,http://www.ontologydesignpatterns.org/cp/owl/sequence.owl,http://purl.org/spar/pwo,http://purl.org/spar/pwo,owl:imports
sparql,sequence,http://www.ontologydesignpatterns.org/cp/owl/sequence.owl,http://purl.org/onto-ocds/ocds#,http://purl.org/onto-ocds/ocds#,owl:imports
sparql,LMM_L2,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl,http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl,http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl,owl:imports
sparql,LMM_L1,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl,owl:imports
sparql,LMM_L1,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl,http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl,http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl,owl:imports
sparql,timeindexedsituation,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,http://www.essepuntato.it/2012/04/tvc,http://www.essepuntato.it/2012/04/tvc,owl:imports
sparql,timeindexedsituation,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,http://purl.org/spar/pwo,http://purl.org/spar/pwo,owl:imports
sparql,situation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,owl:imports
sparql,situation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,http://purl.org/spar/cito,http://purl.org/spar/cito,owl:imports
sparql,situation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,http://www.essepuntato.it/2013/10/vagueness,http://www.essepuntato.it/2013/10/vagueness,owl:imports
sparql,situation,http://www.ontologydesignpatterns.org/cp/owl/situation.owl,http://www.ontologydesignpatterns.org/cp/owl/semiotics.owl,http://www.ontologydesignpatterns.org/cp/owl/semiotics.owl,owl:imports
sparql,informationrealization,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl,http://www.ontologydesignpatterns.org/ont/web/irw.owl,http://www.ontologydesignpatterns.org/ont/web/irw.owl,owl:imports
sparql,timeinterval,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl,owl:imports
sparql,timeinterval,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl,http://purl.org/spar/pwo,http://purl.org/spar/pwo,owl:imports
sparql,basicplan,http://www.ontologydesignpatterns.org/cp/owl/basicplan.owl,http://purl.org/spar/pwo,http://purl.org/spar/pwo,owl:imports
sparql,controlflow,http://www.ontologydesignpatterns.org/cp/owl/controlflow.owl,http://purl.org/spar/pwo,http://purl.org/spar/pwo,owl:imports
sparql,IOLite,http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2011-05-05.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2011-05-05.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2010-11-17.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2010-11-17.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2011-01-30.n3,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2011-01-30.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2012-07-03.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2012-07-03.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2009-05-31.n3,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2009-05-31.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2015-01-11.n3,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2015-01-11.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2014-05-22.n3,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2014-05-22.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/tvc/versions/2012-06-08.n3,https://lov.linkeddata.es/dataset/lov/vocabs/tvc/versions/2012-06-08.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/irw/versions/2009-03-09.n3,https://lov.linkeddata.es/dataset/lov/vocabs/irw/versions/2009-03-09.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2011-02-24.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2011-02-24.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2013-05-11.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2013-05-11.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2015-06-18.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2015-06-18.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2014-07-16.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2014-07-16.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2011-02-23.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2011-02-23.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2014-02-01.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2014-02-01.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2013-03-15.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2013-03-15.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2010-10-22.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2010-10-22.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2012-04-30.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2012-04-30.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/ocds/versions/2018-07-03.n3,https://lov.linkeddata.es/dataset/lov/vocabs/ocds/versions/2018-07-03.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2013-07-03.n3,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2013-07-03.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2011-05-05.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2011-05-05.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2012-06-08.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2012-06-08.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2013-06-27.n3,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2013-06-27.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/vag/versions/2013-11-28.n3,https://lov.linkeddata.es/dataset/lov/vocabs/vag/versions/2013-11-28.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2018-02-16.n3,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2018-02-16.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2013-05-07.n3,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2013-05-07.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2015-07-03.n3,https://lov.linkeddata.es/dataset/lov/vocabs/cito/versions/2015-07-03.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2012-05-10.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2012-05-10.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2011-11-22.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2011-11-22.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2012-02-20.n3,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2012-02-20.n3,owl:imports
sparql,owl,http://www.ontologydesignpatterns.org/cp/owl/,https://lov.linkeddata.es/dataset/lov/vocabs/semiotics/versions/2007-01-01.n3,https://lov.linkeddata.es/dataset/lov/vocabs/semiotics/versions/2007-01-01.n3,owl:imports
sparql,dul,http://www.ontologydesignpatterns.org/ont/dul/,https://lov.linkeddata.es/dataset/lov/vocabs/iol/versions/2010-02-09.n3,https://lov.linkeddata.es/dataset/lov/vocabs/iol/versions/2010-02-09.n3,owl:imports
sparql,dul,http://www.ontologydesignpatterns.org/ont/dul/,https://lov.linkeddata.es/dataset/lov/vocabs/iol/versions/2009-06-05.n3,https://lov.linkeddata.es/dataset/lov/vocabs/iol/versions/2009-06-05.n3,owl:imports
sparql,dul,http://www.ontologydesignpatterns.org/ont/dul/,https://lov.linkeddata.es/dataset/lov/vocabs/lmm1/versions/2010-02-05.n3,https://lov.linkeddata.es/dataset/lov/vocabs/lmm1/versions/2010-02-05.n3,owl:imports
sparql,dul,http://www.ontologydesignpatterns.org/ont/dul/,https://lov.linkeddata.es/dataset/lov/vocabs/hdo/versions/2013-04-25.n3,https://lov.linkeddata.es/dataset/lov/vocabs/hdo/versions/2013-04-25.n3,owl:imports
sparql,dul,http://www.ontologydesignpatterns.org/ont/dul/,https://lov.linkeddata.es/dataset/lov/vocabs/rsctx/versions/2017-01-17.n3,https://lov.linkeddata.es/dataset/lov/vocabs/rsctx/versions/2017-01-17.n3,owl:imports
sparql,dul,http://www.ontologydesignpatterns.org/ont/dul/,https://lov.linkeddata.es/dataset/lov/vocabs/bci/versions/2016-10-13.n3,https://lov.linkeddata.es/dataset/lov/vocabs/bci/versions/2016-10-13.n3,owl:imports
sparql,dul,http://www.ontologydesignpatterns.org/ont/dul/,https://lov.linkeddata.es/dataset/lov/vocabs/lmm1/versions/2010-02-09.n3,https://lov.linkeddata.es/dataset/lov/vocabs/lmm1/versions/2010-02-09.n3,owl:imports
sparql,dul,http://www.ontologydesignpatterns.org/ont/dul/,https://lov.linkeddata.es/dataset/lov/vocabs/icon/versions/2025-09-11.n3,https://lov.linkeddata.es/dataset/lov/vocabs/icon/versions/2025-09-11.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2011-01-30.n3,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2011-01-30.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/situ/versions/2015-01-11.n3,https://lov.linkeddata.es/dataset/lov/vocabs/situ/versions/2015-01-11.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2009-05-31.n3,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2009-05-31.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2015-01-11.n3,https://lov.linkeddata.es/dataset/lov/vocabs/tis/versions/2015-01-11.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/odpart/versions/2011-01-30.n3,https://lov.linkeddata.es/dataset/lov/vocabs/odpart/versions/2011-01-30.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/seq/versions/2011-01-30.n3,https://lov.linkeddata.es/dataset/lov/vocabs/seq/versions/2011-01-30.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/ti/versions/2011-01-30.n3,https://lov.linkeddata.es/dataset/lov/vocabs/ti/versions/2011-01-30.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/infor/versions/2011-01-30.n3,https://lov.linkeddata.es/dataset/lov/vocabs/infor/versions/2011-01-30.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/obws/versions/2016-04-15.n3,https://lov.linkeddata.es/dataset/lov/vocabs/obws/versions/2016-04-15.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/situ/versions/2009-06-11.n3,https://lov.linkeddata.es/dataset/lov/vocabs/situ/versions/2009-06-11.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/situ/versions/2011-01-30.n3,https://lov.linkeddata.es/dataset/lov/vocabs/situ/versions/2011-01-30.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/ti/versions/2009-07-07.n3,https://lov.linkeddata.es/dataset/lov/vocabs/ti/versions/2009-07-07.n3,owl:imports
sparql,schemas,http://www.ontologydesignpatterns.org/schemas/,https://lov.linkeddata.es/dataset/lov/vocabs/ti/versions/2015-01-11.n3,https://lov.linkeddata.es/dataset/lov/vocabs/ti/versions/2015-01-11.n3,owl:imports
sparql,lmm,http://www.ontologydesignpatterns.org/ont/lmm/,https://lov.linkeddata.es/dataset/lov/vocabs/ontopic/versions/2010-02-05.n3,https://lov.linkeddata.es/dataset/lov/vocabs/ontopic/versions/2010-02-05.n3,owl:imports
sparql,lmm,http://www.ontologydesignpatterns.org/ont/lmm/,https://lov.linkeddata.es/dataset/lov/vocabs/lmm2/versions/2010-02-09.n3,https://lov.linkeddata.es/dataset/lov/vocabs/lmm2/versions/2010-02-09.n3,owl:imports
sparql,lmm,http://www.ontologydesignpatterns.org/ont/lmm/,https://lov.linkeddata.es/dataset/lov/vocabs/lmm2/versions/2009-06-05.n3,https://lov.linkeddata.es/dataset/lov/vocabs/lmm2/versions/2009-06-05.n3,owl:imports
sparql,lmm,http://www.ontologydesignpatterns.org/ont/lmm/,https://lov.linkeddata.es/dataset/lov/vocabs/ontopic/versions/2009-06-05.n3,https://lov.linkeddata.es/dataset/lov/vocabs/ontopic/versions/2009-06-05.n3,owl:imports
